iter	Logloss
195	0.1238434301
196	0.1236849298
197	0.1235189718
198	0.1233873685
199	0.1232285994
200	0.1231439445
201	0.1229883108
202	0.1229123005
203	0.1227135033
204	0.122540431
205	0.1224300064
206	0.1223039646
207	0.1221436502
208	0.1219928615
209	0.1218219018
210	0.121648195
211	0.1215427645
212	0.1214017028
213	0.1212705847
214	0.1212083402
215	0.1211182208
216	0.1210119692
217	0.1209012384
218	0.1207782499
219	0.1206283644
220	0.1205214932
221	0.1204066491
222	0.1202203262
223	0.1200857218
224	0.1199041915
225	0.1197315074
226	0.119610542
227	0.1194958622
228	0.119400756
229	0.1193721794
230	0.1192402774
231	0.1191534054
232	0.1190893543
233	0.1189450079
234	0.1188038343
235	0.1186481931
236	0.118530908
237	0.118430188
238	0.1183367615
239	0.1181825537
240	0.1180909189
241	0.1180342732
242	0.1178836113
243	0.1177955523
244	0.1176731162
245	0.1176001368
246	0.1174662193
247	0.1173356387
248	0.1173347578
249	0.1172345604
250	0.1171286895
251	0.1170301941
252	0.1168937608
253	0.116766883
254	0.1166867669
255	0.1165531255
256	0.1164644544
257	0.116426188
258	0.1162729655
259	0.1161954697
260	0.1161683786
261	0.115980906
262	0.1158959152
263	0.1157971586
264	0.1156717662
265	0.1155690456
266	0.1154115681
267	0.1153242854
268	0.115197303
269	0.1151211136
270	0.1150184676
271	0.1149106483
272	0.1148354069
273	0.1146988393
274	0.1145390923
275	0.1144991686
276	0.1143701781
277	0.1142432405
278	0.1141463875
279	0.1140406659
280	0.1139510541
281	0.1138111271
282	0.1137295702
283	0.1136006544
284	0.1135447926
285	0.1134115917
286	0.1132748449
287	0.1131261314
288	0.1130328692
289	0.1128815429
290	0.1127791881
291	0.1125779572
292	0.112458746
293	0.1123456638
294	0.1121945092
295	0.1120906315
296	0.1119114751
297	0.1118316277
298	0.1116883116
299	0.1115855014
300	0.1114874913
301	0.1113628679
302	0.1112082942
303	0.111078393
304	0.1109096729
305	0.110812581
306	0.1107648189
307	0.110669556
308	0.1105436933
309	0.1104218022
310	0.1102803449
311	0.1101992583
312	0.1101065111
313	0.1100203184
314	0.1099319682
315	0.1098244176
316	0.1096974054
317	0.1095766639
318	0.1094711214
319	0.1094095413
320	0.1093234157
321	0.1092706445
322	0.1092532283
323	0.10916661
324	0.1090180384
325	0.108910876
326	0.108820891
327	0.1087458586
328	0.1086498044
329	0.1085691508
330	0.1084762543
331	0.1083756613
332	0.1082520606
333	0.108156529
334	0.1080651703
335	0.1079707734
336	0.1079515506
337	0.1078306075
338	0.107732672
339	0.1076261442
340	0.1075185339
341	0.1074602758
342	0.1073616386
343	0.1073270824
344	0.1072465034
345	0.1071672384
346	0.1071269713
347	0.1070527526
348	0.1070143295
349	0.1069391329
350	0.1068529252
351	0.1068167043
352	0.1067399325
353	0.1067260921
354	0.1065849185
355	0.1065011295
356	0.1063372244
357	0.1062248812
358	0.1060780266
359	0.1060227844
360	0.1058892774
361	0.1058012707
362	0.1057217368
363	0.1056017344
364	0.1055170347
365	0.1054601352
366	0.1053447835
367	0.1052131056
368	0.1051689939
369	0.1050484017
370	0.1049395447
371	0.1047647704
372	0.1047041981
373	0.1046066359
374	0.1045281173
375	0.1044389236
376	0.1044166401
377	0.1043382111
378	0.1041882285
379	0.1041242073
380	0.1040419711
381	0.1039306432
382	0.1038663831
383	0.1037356681
384	0.1036040424
385	0.1035116834
386	0.1033547359
387	0.1032449831
388	0.1031351108
389	0.1030826606
390	0.1029993046
391	0.1028437754
392	0.1027673322
393	0.1026822294
394	0.1025956857
395	0.1024338411
396	0.1023299335
397	0.1022184488
398	0.1021895138
399	0.1021057547
400	0.1019741812
401	0.1018697287
402	0.1017550116
403	0.101658711
404	0.1015388802
405	0.1014801145
406	0.1014095612
407	0.1013431138
408	0.1012874014
409	0.1011937957
410	0.1011040943
411	0.1009829721
412	0.1009252589
413	0.1008447397
414	0.1007387046
415	0.1006258015
416	0.1005690065
417	0.1004758488
418	0.1004491534
419	0.1003430137
420	0.1002272813
421	0.1001735172
422	0.1000868243
423	0.09997333146
424	0.09986298145
425	0.0997681739
426	0.09972640633
427	0.09960744152
428	0.09955244568
429	0.09934815409
430	0.09925846018
431	0.0991593751
432	0.09904673328
433	0.09898712397
434	0.09891681708
435	0.09886694981
436	0.09880264491
437	0.09872790372
438	0.09868464311
439	0.09861337322
440	0.09855807131
441	0.09849652852
442	0.09843020057
443	0.09831956688
444	0.09824536318
445	0.09815339986
446	0.09805112716
447	0.09797417628
448	0.09784078131
449	0.0977441896
450	0.0977162475
451	0.09763731089
452	0.09755156605
453	0.09741595393
454	0.09735968155
455	0.09724707706
456	0.09711339842
457	0.0970077216
458	0.09693878831
459	0.09685196849
460	0.0967823036
461	0.09675062146
462	0.09668172549
463	0.09661432255
464	0.09652720412
465	0.09647968091
466	0.09645331396
467	0.09634845831
468	0.0961934517
469	0.09615633492
470	0.09600528486
471	0.09594880345
472	0.0958700236
473	0.09572610277
474	0.09563892462
475	0.09557813581
476	0.09548346264
477	0.09540537705
478	0.09533418181
479	0.09519004449
480	0.09508739852
481	0.09502516894
482	0.09495550406
483	0.09493253376
484	0.09489072139
485	0.09480506613
486	0.09469789628
487	0.09460184952
488	0.09454920521
489	0.09446001893
490	0.09440618019
491	0.09436012761
492	0.09421778938
493	0.09413478426
494	0.09405904273
495	0.09402026869
496	0.09395797939
497	0.09390398388
498	0.0938602455
499	0.09379534339
500	0.09375630806
501	0.09364959358
502	0.09359229101
503	0.09350023811
504	0.09342257804
505	0.09337405449
506	0.09334061804
507	0.09325211855
508	0.09312123935
509	0.09298815793
510	0.09290031538
511	0.09280761301
512	0.09274079982
513	0.09272343585
514	0.09267547966
515	0.09262599311
516	0.09256678691
517	0.09242874116
518	0.09236009154
519	0.09231700263
520	0.09223399004
521	0.09216135402
522	0.09203460305
523	0.0919742099
524	0.09186599493
525	0.09181971839
526	0.09177183685
527	0.09166339046
528	0.09161624796
529	0.0915585572
530	0.09146640725
531	0.09134971186
532	0.09130629448
533	0.09121209908
534	0.09115511751
535	0.0910430729
536	0.09094653344
537	0.09084070732
538	0.09078913052
539	0.09075964314
540	0.09069848854
541	0.09060789881
542	0.09052261681
543	0.09043711086
544	0.09037310457
545	0.09026835343
546	0.09022564524
547	0.09017865205
548	0.09014417047
549	0.09006258373
550	0.08995056152
551	0.0899121906
552	0.08988643579
553	0.08983380641
554	0.08975504896
555	0.08966659426
556	0.08958956127
557	0.08948900555
558	0.0894333677
559	0.08940879986
560	0.0893421509
561	0.08927695019
562	0.0892294419
563	0.08914066621
564	0.08904667983
565	0.08899397579
566	0.08890991808
567	0.08878742972
568	0.08870071441
569	0.08865126518
570	0.08863123616
571	0.08859865819
572	0.08856257161
573	0.08850232029
574	0.08844122541
575	0.08839249284
576	0.08828398673
577	0.08823305193
578	0.0881520848
579	0.08805400005
580	0.08797632505
581	0.08789829919
582	0.08784257176
583	0.08780756762
584	0.08778880767
585	0.08769687421
586	0.0876151307
587	0.08750931204
588	0.08747874221
589	0.08739181787
590	0.08736207667
591	0.08725826614
592	0.0871351955
593	0.08710529006
594	0.08702904091
595	0.08698756448
596	0.08695909982
597	0.08683900031
598	0.08676590145
599	0.08669356404
600	0.08659388921
601	0.08648842888
602	0.08640525952
603	0.08636779188
604	0.08634073814
605	0.08627881463
606	0.08620523053
607	0.08617875161
608	0.0861339905
609	0.08610317432
610	0.08600815028
611	0.08596300099
612	0.08592512276
613	0.08582643333
614	0.08577363225
615	0.08562734496
616	0.08558330797
617	0.08551338927
618	0.08540402467
619	0.08538521246
620	0.08532256483
621	0.08530448421
622	0.08527656451
623	0.08514550614
624	0.08506728618
625	0.08498054848
626	0.0849394677
627	0.08490431425
628	0.0848803063
629	0.08485597734
630	0.08478720827
631	0.08467611175
632	0.08462700592
633	0.08455399664
634	0.08448373455
635	0.08437747545
636	0.08433779812
637	0.08420196205
638	0.08416349407
639	0.08409665102
640	0.08402058103
641	0.08387660794
642	0.08377991171
643	0.08373858457
644	0.08366600081
645	0.08357258925
646	0.08351920589
647	0.08339241013
648	0.0833571671
649	0.08331397368
650	0.08327231062
651	0.08324818322
652	0.0831639986
653	0.08304608638
654	0.08299413633
655	0.08292405339
656	0.08286726591
657	0.08283497909
658	0.08280113205
659	0.08276537393
660	0.08273046684
661	0.08261496587
662	0.08258462745
663	0.08251641081
664	0.0824548531
665	0.08238526286
666	0.08233927001
667	0.08228194504
668	0.08226530519
669	0.08220092564
670	0.08213468727
671	0.08200766009
672	0.08191586847
673	0.0818853285
674	0.08176275802
675	0.08173135955
676	0.08169776633
677	0.08160905036
678	0.08152346975
679	0.08149068276
680	0.08139479277
681	0.08134991222
682	0.08124980441
683	0.08115624355
684	0.08105967423
685	0.0809968549
686	0.08089903889
687	0.08080950175
688	0.08074431597
689	0.08071160363
690	0.08064826921
691	0.08059492316
692	0.08047986264
693	0.08041490827
694	0.08035570955
695	0.08030794745
696	0.08021588708
697	0.08014045163
698	0.08009801965
699	0.08000235362
700	0.07997005186
701	0.07988570301
702	0.07981875545
703	0.07975549567
704	0.07967315495
705	0.07957068815
706	0.07952773361
707	0.07941085158
708	0.07936131278
709	0.07933284812
710	0.07920623899
711	0.07911729906
712	0.07900933044
713	0.0789767674
714	0.07887639831
715	0.078847217
716	0.07880000732
717	0.07875606738
718	0.07865590732
719	0.07856766912
720	0.07851436787
721	0.07847129389
722	0.07838610894
723	0.07833947408
724	0.07827720717
725	0.07825343063
726	0.07822494358
727	0.07819102935
728	0.07815512192
729	0.07812808311
730	0.07803517918
731	0.07800791642
732	0.07795194264
733	0.0778698408
734	0.07783156692
735	0.07777176351
736	0.07770252414
737	0.07762166899
738	0.07756063383
739	0.07747284354
740	0.07741588436
741	0.07735588686
742	0.0773041309
743	0.07727076909
744	0.07719264618
745	0.07716138955
746	0.07712729616
747	0.07706982935
748	0.07699464025
749	0.07690240819
750	0.07686182011
751	0.0768357667
752	0.07674776738
753	0.0767088291
754	0.076672638
755	0.07665893943
756	0.07660263718
757	0.07651959473
758	0.07648648674
759	0.07645426711
760	0.07641029731
761	0.07635742158
762	0.07627880597
763	0.07625423066
764	0.07622504188
765	0.07619742078
766	0.07615803459
767	0.07608557774
768	0.07604894619
769	0.07599081499
770	0.0759395144
771	0.07592628613
772	0.07585728565
773	0.07577104811
774	0.07573275184
775	0.07567302308
776	0.07560031988
777	0.07555414786
778	0.07550938675
779	0.07547379287
780	0.07541923
781	0.07536571973
782	0.07528154257
783	0.07522365025
784	0.07514086908
785	0.07510458093
786	0.07506919607
787	0.07498922927
788	0.07493349437
789	0.0748505415
790	0.07480274954
791	0.07476982818
792	0.07474214737
793	0.07466498746
794	0.07459479255
795	0.07456989624
796	0.07453061457
797	0.07447687287
798	0.07440920865
799	0.07433491537
800	0.07428195752
801	0.0742555831
802	0.07417555658
803	0.07412631638
804	0.07409515679
805	0.07402004234
806	0.07397819265
807	0.07395218403
808	0.07387736819
809	0.07385225539
810	0.07381015934
811	0.07376313629
812	0.07373261125
813	0.07370202649
814	0.07364943443
815	0.07356575744
816	0.07348371532
817	0.07343856602
818	0.07336654215
819	0.07333645755
820	0.07330907534
821	0.07322092672
822	0.07317343337
823	0.07311378673
824	0.0730878229
825	0.0730014062
826	0.07293218922
827	0.07290626272
828	0.07285380503
829	0.07282498951
830	0.07274018528
831	0.07267307349
832	0.07263706902
833	0.07258372297
834	0.07252066476
835	0.07249915017
836	0.0724350095
837	0.07241140466
838	0.07232954171
839	0.07226171326
840	0.07222386489
841	0.07214350243
842	0.07210806531
843	0.07199976822
844	0.07196185267
845	0.07188471516
846	0.0718101606
847	0.07172149688
848	0.07165416859
849	0.07162254617
850	0.07155047751
851	0.07147172752
852	0.071430699
853	0.07135388996
854	0.07131908738
855	0.07128794273
856	0.07126559203
857	0.07121765077
858	0.07114165543
859	0.0711087714
860	0.07104093548
861	0.0709989962
862	0.07096937445
863	0.07093861798
864	0.07089233398
865	0.07086254799
866	0.07081777196
867	0.07078210342
868	0.07074155266
869	0.07067335095
870	0.07063817511
871	0.07060709018
872	0.07055335595
873	0.0704881627
874	0.07046681981
875	0.07044608159
876	0.07041053996
877	0.07036654777
878	0.07031581453
879	0.07024105094
880	0.07017658928
881	0.07012762529
882	0.07009403953
883	0.07006479849
884	0.07003080215
885	0.06992874593
886	0.06988988231
887	0.06981755983
888	0.06981020664
889	0.06971134552
890	0.06961544806
891	0.06955067286
892	0.06948065711
893	0.06942650483
894	0.06936393932
895	0.06932635223
896	0.06927397666
897	0.06924620626
898	0.06919561487
899	0.06914675539
900	0.06910082225
901	0.06902882078
902	0.06898199929
903	0.06896185828
904	0.06891561161
905	0.06887714364
906	0.0688399522
907	0.06880707563
908	0.06873824685
909	0.06869049222
910	0.06864602972
911	0.06860553122
912	0.06857296819
913	0.06850186253
914	0.06846549973
915	0.06841951434
916	0.06834008502
917	0.06829240504
918	0.06819179707
919	0.06814192979
920	0.0680927941
921	0.06799014814
922	0.06795325531
923	0.06789714716
924	0.06784747398
925	0.06777128455
926	0.06770434445
927	0.06761591962
928	0.06756116266
929	0.0675143785
930	0.067462951
931	0.06741519637
932	0.06739489113
933	0.06735199632
934	0.06730857894
935	0.0672887664
936	0.06720308875
937	0.06716087326
938	0.06712023293
939	0.06706746917
940	0.06700787479
941	0.06691285076
942	0.06687359147
943	0.06684402197
944	0.06676298018
945	0.06671052996
946	0.06666335014
947	0.06659166967
948	0.06654599781
949	0.06650154278
950	0.06644163486
951	0.06638019659
952	0.06633822745
953	0.06629501164
954	0.06625012362
955	0.06620798279
956	0.06616690201
957	0.06610937548
958	0.0660684664
959	0.06602842327
960	0.06596901552
961	0.06591204888
962	0.06584916236
963	0.06581702484
964	0.06575613899
965	0.06571340841
966	0.06569382729
967	0.06564429595
968	0.06562124353
969	0.06557739318
970	0.06553575251
971	0.06551662676
972	0.06547767355
973	0.06542735837
974	0.0653721759
975	0.06530497452
976	0.06528716265
977	0.06522191714
978	0.065171057
979	0.06511396345
980	0.06503577335
981	0.06498069539
982	0.06493185084
983	0.06489283791
984	0.06487544409
985	0.06483631171
986	0.06476095838
987	0.06470037113
988	0.06465348992
989	0.06458041346
990	0.06453795909
991	0.06453437581
992	0.06446430035
993	0.06443061007
994	0.0643718294
995	0.06431140638
996	0.06426627949
997	0.06423706085
998	0.06416637324
999	0.06411356469
